Time:250Hz,Epoch,Electrode,Attention,Meditation,Event Id,Event Date,Event Duration
1.684,52,139.4177449,1,44,,,
1.688,52,150.6939602,1,44,,,
1.692,52,151.8489254,1,44,,,
1.696,53,144.1430821,1,44,,,
1.7,53,106.9157766,1,44,,,
1.704,53,106.7863899,1,44,,,
1.708,53,94.0370767,1,44,,,
1.712,53,43.20583698,1,44,,,
1.716,53,62.60423216,1,44,,,
1.72,53,111.8632119,1,44,,,
1.724,53,98.28314988,1,44,,,
1.728,54,10.52651542,1,44,,,
1.732,54,-71.76750906,1,44,,,
1.736,54,-44.25254892,1,44,,,
1.74,54,-9.05319122,1,44,,,
1.744,54,-24.4104289,1,44,,,
1.748,54,-5.714303061,1,44,,,
1.752,54,10.95662233,1,44,,,
1.756,54,-7.924602789,1,44,,,
1.76,55,-30.53720306,1,44,,,
1.764,55,-46.99844813,1,44,,,
1.768,55,-85.53578605,1,44,,,
1.772,55,-145.4119735,1,44,,,
1.776,55,-149.6353005,1,44,,,
1.78,55,-71.44284289,1,44,,,
1.784,55,-22.75793996,1,44,,,
1.788,55,9.331439874,1,44,,,
1.792,56,71.8023047,1,44,,,
1.796,56,58.66834694,1,44,,,
1.8,56,-28.55795565,1,44,,,
1.804,56,-67.62018697,1,44,,,
1.808,56,-23.32383528,1,44,,,
1.812,56,24.63171803,1,44,,,
1.816,56,35.70294152,1,44,,,
1.82,56,57.32100863,1,44,,,
1.824,57,68.90961902,1,44,,,
1.828,57,70.06271104,1,44,,,
1.832,57,75.08213015,1,44,,,
1.836,57,58.35268446,1,44,,,
1.84,57,55.20086144,1,44,,,
1.844,57,84.67034462,1,44,,,
1.848,57,100.7741853,1,44,,,
1.852,57,75.44723604,1,44,,,
1.856,58,32.99499266,1,44,,,
1.86,58,18.81213793,1,44,,,
1.864,58,8.376663947,1,44,,,
1.868,58,-8.470044998,1,44,,,
1.872,58,-13.24352654,1,44,,,
1.876,58,-67.87479494,1,44,,,
1.88,58,-125.4853235,1,44,,,
1.884,58,-88.62085645,1,44,,,
1.888,59,-56.27279089,1,44,,,
1.892,59,-104.9287167,1,44,,,
1.896,59,-133.9304107,1,44,,,
1.9,59,-155.2021006,1,44,,,
1.904,59,-214.8973559,1,44,,,
1.908,59,-268.7056027,1,44,,,
1.912,59,-345.4095559,1,44,,,
1.916,59,-461.4595094,1,44,,,
1.92,60,-504.8793045,1,44,,,
1.924,60,-465.8687724,1,44,,,
1.928,60,-469.867939,1,44,,,
1.932,60,-518.8613594,1,44,,,
1.936,60,-558.376459,1,44,,,
1.94,60,-594.129693,1,44,,,
1.944,60,-570.6877488,1,44,,,
1.948,60,-531.9334633,1,44,,,
1.952,61,-540.8667338,1,44,,,
1.956,61,-531.2323955,1,44,,,
1.96,61,-530.7751533,1,44,,,
1.964,61,-569.4026778,1,44,,,
1.968,61,-619.867703,1,44,,,
1.972,61,-676.9847573,1,44,,,
1.976,61,-673.9524708,1,44,,,
1.98,61,-611.7951215,1,44,,,
1.984,62,-579.7633339,1,44,,,
1.988,62,-597.1928102,1,44,,,
1.992,62,-620.4886918,1,44,,,
1.996,62,-664.3075305,1,44,,,
2,62,-732.8955705,1,44,,,
2.004,62,-590.2720483,0.99986867,44.00002189,,,
2.008,62,-341.2491615,1.022655439,43.99622409,,,
